City ID,City Name,Country Code,Date,Latitude,Longitude,Humidity,Max Temperature,Cloudiness,Wind Speed
366,thompson,ca,04/29/18,55.74,-97.86,49,48.2,75,11.41
367,ucluelet,ca,04/29/18,48.94,-125.55,100,43.99,92,1.59
368,quelimane,mz,04/29/18,-17.88,36.89,91,82.24,0,4.5
369,bud,no,04/29/18,62.91,6.91,70,44.6,40,2.24
370,monteagudo,bo,04/29/18,-19.8,-63.96,95,59.83,80,2.15
371,iaciara,br,04/29/18,-14.1,-46.63,76,67.57,0,7.18
372,igarka,ru,04/29/18,67.47,86.57,94,36.34,24,12.66
373,chokurdakh,ru,04/29/18,70.62,147.9,88,21.04,76,3.94
374,wawa,ca,04/29/18,47.99,-84.77,73,13.66,0,2.37
375,mandalgovi,mn,04/29/18,45.76,106.27,62,50.56,36,10.87
376,bako,et,04/29/18,5.83,36.63,87,68.29,80,2.04
377,kaputa,zm,04/29/18,-8.47,29.66,41,83.86,0,6.06
378,acapulco,mx,04/29/18,16.86,-99.88,78,77.0,5,2.24
379,jacqueville,ci,04/29/18,5.21,-4.42,78,80.6,40,1.12
380,souillac,mu,04/29/18,-20.52,57.52,54,82.4,40,13.87
381,xichang,cn,04/29/18,27.88,102.25,59,62.62,56,1.59
382,bahia honda,cu,04/29/18,22.9,-83.16,92,69.91,64,4.72
383,aparecida do taboado,br,04/29/18,-20.08,-51.1,77,70.54,0,4.16
384,sokolo,ml,04/29/18,14.74,-6.12,24,87.91,0,14.67
385,ulaangom,mn,04/29/18,49.98,92.07,65,40.75,32,5.17
386,ciudad bolivar,ve,04/29/18,8.12,-63.55,72,78.46,24,8.97
387,creston,ca,04/29/18,49.1,-116.52,81,44.6,75,6.93
388,hovd,mn,04/29/18,48.01,91.64,55,43.9,76,4.94
389,srednekolymsk,ru,04/29/18,67.46,153.71,75,24.64,24,4.38
390,pouebo,nc,04/29/18,-20.4,164.57,82,74.86,0,9.42
391,iskateley,ru,04/29/18,67.68,53.15,99,30.58,0,8.41
392,bonavista,ca,04/29/18,48.65,-53.11,77,45.61,80,17.81
393,namibe,ao,04/29/18,-15.19,12.15,100,78.01,0,6.62
394,vytegra,ru,04/29/18,61.01,36.45,69,48.31,0,8.63
395,saint peters,us,04/29/18,35.62,-89.39,71,51.8,1,5.82
396,thiruvananthapuram,in,04/29/18,8.48,76.92,66,89.6,40,9.17
397,verkhnyaya inta,ru,04/29/18,65.99,60.32,73,33.19,76,6.62
398,gemena,cd,04/29/18,3.25,19.78,74,84.31,20,2.93
399,luganville,vu,04/29/18,-15.51,167.18,100,79.18,80,9.42
400,christchurch,nz,04/29/18,-43.53,172.64,93,50.0,44,3.36
401,fare,pf,04/29/18,-16.7,-151.02,100,82.06,44,8.19
402,rodino,ru,04/29/18,52.5,80.2,90,58.21,0,4.61
403,camacha,pt,04/29/18,33.08,-16.33,67,59.0,75,10.29
404,bolshaya glushitsa,ru,04/29/18,50.24,43.59,50,63.97,0,10.76
405,carbonia,it,04/29/18,39.17,8.53,82,59.0,0,3.36
406,bam,ir,04/29/18,29.11,58.36,8,97.81,0,7.74
407,rundu,na,04/29/18,-17.91,19.77,29,83.59,0,6.62
408,sola,vu,04/29/18,-13.88,167.55,100,79.54,44,1.59
409,ponta do sol,cv,04/29/18,17.2,-25.09,100,70.18,68,16.69
410,mirnyy,ru,04/29/18,56.57,36.46,63,57.58,0,9.75
411,mhlume,sz,04/29/18,-26.03,31.81,93,62.6,88,5.82
412,nosy varika,mg,04/29/18,-20.58,48.53,87,79.45,0,2.93
413,crestview,us,04/29/18,30.76,-86.57,87,64.4,1,2.93
414,zhezkazgan,kz,04/29/18,47.8,67.71,40,73.4,0,15.66
415,fukue,jp,04/29/18,35.03,136.69,56,71.6,20,13.87
416,aginskoye,ru,04/29/18,51.11,114.54,27,48.58,48,14.67
417,cape coast,gh,04/29/18,5.11,-1.24,82,85.3,8,5.28
418,pacific grove,us,04/29/18,36.62,-121.92,76,55.4,90,8.05
419,ulladulla,au,04/29/18,-35.36,150.48,93,59.0,75,4.7
420,kamenka,ru,04/29/18,53.19,44.05,96,54.88,0,12.66
421,rawson,ar,04/29/18,-43.3,-65.11,77,38.32,64,2.71
422,kuopio,fi,04/29/18,62.89,27.68,65,44.6,0,2.24
423,muswellbrook,au,04/29/18,-32.27,150.89,80,58.12,64,4.61
424,simao,cn,04/29/18,22.76,100.79,94,64.78,64,1.36
425,port elizabeth,za,04/29/18,-33.92,25.57,67,59.0,0,6.93
426,ust-uda,ru,04/29/18,54.17,103.03,50,45.25,24,5.39
427,london,gb,04/29/18,51.51,-0.13,87,44.6,90,6.93
428,vangaindrano,mg,04/29/18,-23.35,47.6,79,77.38,36,5.06
429,lorengau,pg,04/29/18,-2.02,147.27,100,83.68,92,9.64
430,te anau,nz,04/29/18,-45.41,167.72,100,41.92,92,2.82
431,donskoye,ru,04/29/18,45.45,41.98,42,64.4,0,11.18
432,rocha,uy,04/29/18,-34.48,-54.34,97,67.48,80,4.83
433,miles city,us,04/29/18,46.41,-105.84,48,62.6,1,19.46
434,labuhan,id,04/29/18,-2.54,115.51,78,80.71,76,2.93
435,san roque,ph,04/29/18,12.54,124.87,98,83.59,88,11.77
436,betong,th,04/29/18,5.77,101.07,89,81.07,64,3.6
437,rosita,ni,04/29/18,13.92,-84.4,96,74.05,64,2.59
438,pobe,bj,04/29/18,6.98,2.66,85,87.46,0,9.64
439,murray bridge,au,04/29/18,-35.12,139.28,94,60.01,0,9.31
440,ribeira brava,pt,04/29/18,32.65,-17.07,54,59.0,40,3.36
441,jiaxing,cn,04/29/18,30.76,120.75,54,84.2,20,8.95
442,guerrero negro,mx,04/29/18,27.97,-114.04,93,58.39,24,11.99
443,ewo,cg,04/29/18,-0.88,14.81,100,69.91,88,2.71
444,paamiut,gl,04/29/18,61.99,-49.67,100,25.0,0,17.58
445,pontes e lacerda,br,04/29/18,-15.23,-59.33,88,70.54,24,2.59
446,alice springs,au,04/29/18,-23.7,133.88,17,77.0,0,17.22
447,emerald,au,04/29/18,-23.53,148.16,35,73.24,0,10.09
448,anadyr,ru,04/29/18,64.73,177.51,92,14.0,90,13.42
449,chuy,uy,04/29/18,-33.69,-53.46,95,69.55,64,7.85
450,pitimbu,br,04/29/18,-7.47,-34.81,91,81.25,92,10.87
451,ferme-neuve,ca,04/29/18,46.7,-75.45,83,33.46,92,6.96
452,palmerston north,nz,04/29/18,-40.35,175.62,92,55.69,20,8.08
453,terney,ru,04/29/18,45.05,136.61,85,44.89,0,8.75
454,baillif,gp,04/29/18,16.02,-61.75,73,77.0,56,5.82
455,sirjan,ir,04/29/18,29.44,55.67,29,77.11,44,14.56
456,moscow,us,04/29/18,46.73,-117.0,81,48.2,1,6.93
457,vila velha,br,04/29/18,-3.71,-38.6,83,82.4,40,9.17
458,puerto maldonado,pe,04/29/18,-12.59,-69.19,96,76.03,92,0.69
459,blagoyevo,ru,04/29/18,63.37,47.92,69,42.64,12,4.72
460,iracoubo,gf,04/29/18,5.48,-53.21,96,75.58,92,3.71
461,itanhem,br,04/29/18,-17.17,-40.33,94,67.66,24,4.38
462,amapa,br,04/29/18,-1.83,-56.23,99,74.32,80,2.93
463,namtsy,ru,04/29/18,62.72,129.66,67,29.59,92,14.0
464,capreol,ca,04/29/18,46.71,-80.92,58,24.8,20,10.29
465,malynivka,ua,04/29/18,49.8,36.72,42,64.4,0,6.71
466,cap-aux-meules,ca,04/29/18,47.38,-61.86,86,37.6,92,5.73
467,cayenne,gf,04/29/18,4.94,-52.33,100,73.4,100,2.24
468,wajima,jp,04/29/18,37.4,136.9,25,73.4,0,9.17
469,thunder bay,ca,04/29/18,48.41,-89.26,79,24.8,5,5.73
470,santa rosa,ar,04/29/18,-36.62,-64.29,83,55.96,76,3.83
471,baglung,np,04/29/18,28.27,83.59,99,58.48,88,0.69
472,fergus falls,us,04/29/18,46.28,-96.08,56,44.6,1,13.87
473,lagoa,pt,04/29/18,37.14,-8.45,81,51.8,40,4.7
474,catabola,ao,04/29/18,-12.14,17.29,49,76.21,0,4.61
475,nuuk,gl,04/29/18,64.17,-51.74,92,19.4,68,5.82
476,iberia,pe,04/29/18,-11.41,-69.49,100,73.96,92,1.48
477,dumalaguing,ph,04/29/18,8.35,125.06,80,79.09,44,3.71
478,lerwick,gb,04/29/18,60.15,-1.15,75,44.6,88,8.05
479,ust-kuyga,ru,04/29/18,70.0,135.55,82,15.91,80,8.75
480,saint-augustin,ca,04/29/18,45.63,-73.98,87,44.6,90,8.05
481,zeya,ru,04/29/18,53.74,127.27,34,43.36,56,8.41
482,roma,au,04/29/18,-26.57,148.79,50,64.24,0,6.85
483,hualmay,pe,04/29/18,-11.1,-77.61,95,62.89,20,3.38
484,hwange,zw,04/29/18,-18.35,26.5,36,83.32,0,7.07
485,brownsville,us,04/29/18,25.91,-97.49,88,64.4,40,4.7
486,hearst,ca,04/29/18,49.69,-83.67,81,16.63,0,4.94
487,ongandjera,na,04/29/18,-17.88,15.07,28,81.79,0,7.85
488,jaltocan,mx,04/29/18,20.62,-97.82,99,68.2,92,2.71
489,waitati,nz,04/29/18,-45.75,170.57,100,46.06,92,5.06
490,lundamo,no,04/29/18,63.15,10.29,70,42.8,40,6.93
491,businga,cd,04/29/18,3.34,20.89,68,86.29,12,3.6
492,cananeia,br,04/29/18,-25.01,-47.93,100,70.54,68,0.92
493,ust-koksa,ru,04/29/18,50.27,85.62,52,45.07,88,2.59
494,prievidza,sk,04/29/18,48.77,18.62,63,69.8,20,5.82
495,alyangula,au,04/29/18,-13.85,136.42,89,84.58,68,14.67
496,muravlenko,ru,04/29/18,63.79,74.5,92,46.06,68,10.65
497,mao,td,04/29/18,14.12,15.31,20,100.96,44,6.73
498,jiancheng,cn,04/29/18,30.39,104.55,37,86.0,0,4.05
499,cervo,es,04/29/18,43.67,-7.41,100,51.64,88,4.83
